month,level_2,value
2005-01,Food Excl Food Serving Services,68.014
2005-01,Food Serving Services,73.37
2005-01,Housing & Utilities,71.657
2005-01,Transport,74.679
2005-02,Food,71.295
2005-02,Food Excl Food Serving Services,68.552
2005-02,Food Serving Services,73.439
2005-02,Housing & Utilities,75.215
2005-02,Transport,73.79
2005-03,Food,70.846
2005-03,Food Excl Food Serving Services,67.719
2005-03,Food Serving Services,73.3
2005-03,Housing & Utilities,73.852
2005-03,Transport,73.386
2005-04,Food,70.973
2005-04,Food Excl Food Serving Services,67.934
2005-04,Food Serving Services,73.357
2005-04,Housing & Utilities,74.901
2005-04,Transport,74.563
2005-05,Food,71.038
2005-05,Food Excl Food Serving Services,68.034
2005-05,Food Serving Services,73.393
2005-05,Housing & Utilities,74.893
2005-05,Transport,74.071
2005-06,Food,71.022
2005-06,Food Excl Food Serving Services,68
2005-06,Food Serving Services,73.392
2005-06,Housing & Utilities,72.258
2005-06,Transport,73.618
2005-07,Food,71.104
2005-07,Food Excl Food Serving Services,68.079
2005-07,Food Serving Services,73.476
2005-07,Housing & Utilities,76.167
2005-07,Transport,73.816
2005-08,Food,71.187
2005-08,Food Excl Food Serving Services,68.13
2005-08,Food Serving Services,73.586
2005-08,Housing & Utilities,76.152
2005-08,Transport,74.91
2005-09,Food,71.155
2005-09,Food Excl Food Serving Services,68.103
2005-09,Food Serving Services,73.55
2005-09,Housing & Utilities,75.783
2005-09,Transport,75.786
2005-10,Food,71.344
2005-10,Food Excl Food Serving Services,68.489
2005-10,Food Serving Services,73.578
2005-10,Housing & Utilities,76.949
2005-10,Transport,75.281
2005-11,Food,71.383
2005-11,Food Excl Food Serving Services,68.527
2005-11,Food Serving Services,73.618
2005-11,Housing & Utilities,77.09
2005-11,Transport,73.998
2005-12,Food,71.547
2005-12,Food Excl Food Serving Services,68.737
2005-12,Food Serving Services,73.746
2005-12,Housing & Utilities,77.119
2005-12,Transport,73.85
2006-01,Food,72.217
2006-01,Food Excl Food Serving Services,70.142
2006-01,Food Serving Services,73.822
2006-01,Housing & Utilities,75.734
2006-01,Transport,73.384
2006-02,Food,71.734
2006-02,Food Excl Food Serving Services,69.022
2006-02,Food Serving Services,73.852
2006-02,Housing & Utilities,78.041
2006-02,Transport,72.529
2006-03,Food,71.734
2006-03,Food Excl Food Serving Services,68.692
2006-03,Food Serving Services,74.121
2006-03,Housing & Utilities,76.625
2006-03,Transport,72.556
2006-04,Food,72.02
2006-04,Food Excl Food Serving Services,69.097
2006-04,Food Serving Services,74.31
2006-04,Housing & Utilities,77.835
2006-04,Transport,73.565
2006-05,Food,72.16
2006-05,Food Excl Food Serving Services,69.338
2006-05,Food Serving Services,74.367
2006-05,Housing & Utilities,77.832
2006-05,Transport,73.395
2006-06,Food,72.269
2006-06,Food Excl Food Serving Services,69.475
2006-06,Food Serving Services,74.453
2006-06,Housing & Utilities,76.362
2006-06,Transport,72.618
2006-07,Food,72.422
2006-07,Food Excl Food Serving Services,69.676
2006-07,Food Serving Services,74.567
2006-07,Housing & Utilities,78.175
2006-07,Transport,73.412
2006-08,Food,72.411
2006-08,Food Excl Food Serving Services,69.565
2006-08,Food Serving Services,74.639
2006-08,Housing & Utilities,78.159
2006-08,Transport,73.378
2006-09,Food,72.397
2006-09,Food Excl Food Serving Services,69.647
2006-09,Food Serving Services,74.546
2006-09,Housing & Utilities,77.74
2006-09,Transport,73.347
2006-10,Food,72.436
2006-10,Food Excl Food Serving Services,69.625
2006-10,Food Serving Services,74.635
2006-10,Housing & Utilities,78.36
2006-10,Transport,73.615
2006-11,Food,72.55
2006-11,Food Excl Food Serving Services,69.834
2006-11,Food Serving Services,74.671
2006-11,Housing & Utilities,78.388
2006-11,Transport,72.485
2006-12,Food,72.787
2006-12,Food Excl Food Serving Services,70.237
2006-12,Food Serving Services,74.774
2006-12,Housing & Utilities,78.42
2006-12,Transport,72.974
2007-01,Food,73.355
2007-01,Food Excl Food Serving Services,71.524
2007-01,Food Serving Services,74.761
2007-01,Housing & Utilities,75.237
2007-01,Transport,72.395
2007-02,Food,73.627
2007-02,Food Excl Food Serving Services,71.959
2007-02,Food Serving Services,74.903
2007-02,Housing & Utilities,77.483
2007-02,Transport,71.722
2007-03,Food,72.934
2007-03,Food Excl Food Serving Services,70.472
2007-03,Food Serving Services,74.85
2007-03,Housing & Utilities,77.466
2007-03,Transport,71.2
2007-04,Food,72.87
2007-04,Food Excl Food Serving Services,70.243
2007-04,Food Serving Services,74.92
2007-04,Housing & Utilities,77.008
2007-04,Transport,73.009
2007-05,Food,73.153
2007-05,Food Excl Food Serving Services,70.832
2007-05,Food Serving Services,74.955
2007-05,Housing & Utilities,77.016
2007-05,Transport,74.418
2007-06,Food,73.458
2007-06,Food Excl Food Serving Services,71.347
2007-06,Food Serving Services,75.09
2007-06,Housing & Utilities,74.726
2007-06,Transport,75.091
2007-07,Food,74.526
2007-07,Food Excl Food Serving Services,72.293
2007-07,Food Serving Services,76.256
2007-07,Housing & Utilities,78.973
2007-07,Transport,75.785
2007-08,Food,74.773
2007-08,Food Excl Food Serving Services,72.566
2007-08,Food Serving Services,76.482
2007-08,Housing & Utilities,79.117
2007-08,Transport,76.281
2007-09,Food,75.092
2007-09,Food Excl Food Serving Services,73.005
2007-09,Food Serving Services,76.705
2007-09,Housing & Utilities,78.093
2007-09,Transport,75.156
2007-10,Food,75.479
2007-10,Food Excl Food Serving Services,73.502
2007-10,Food Serving Services,77.001
2007-10,Housing & Utilities,80.565
2007-10,Transport,77.394
2007-11,Food,76.293
2007-11,Food Excl Food Serving Services,74.491
2007-11,Food Serving Services,77.673
2007-11,Housing & Utilities,81.157
2007-11,Transport,77.453
2007-12,Food,77.251
2007-12,Food Excl Food Serving Services,75.8
2007-12,Food Serving Services,78.221
2007-12,Housing & Utilities,76.985
2007-12,Transport,79.789
2008-01,Food,77.914
2008-01,Food Excl Food Serving Services,76.5
2008-01,Food Serving Services,78.861
2008-01,Housing & Utilities,80.722
2008-01,Transport,78.869
2008-02,Food,78.637
2008-02,Food Excl Food Serving Services,77.739
2008-02,Food Serving Services,79.262
2008-02,Housing & Utilities,82.434
2008-02,Transport,78.837
2008-03,Food,78.648
2008-03,Food Excl Food Serving Services,77.406
2008-03,Food Serving Services,79.488
2008-03,Housing & Utilities,82.765
2008-03,Transport,78.39
2008-04,Food,79.232
2008-04,Food Excl Food Serving Services,77.927
2008-04,Food Serving Services,80.112
2008-04,Housing & Utilities,86.579
2008-04,Transport,79.554
2008-05,Food,79.776
2008-05,Food Excl Food Serving Services,78.903
2008-05,Food Serving Services,80.387
2008-05,Housing & Utilities,88.128
2008-05,Transport,80.199
2008-06,Food,80.284
2008-06,Food Excl Food Serving Services,79.515
2008-06,Food Serving Services,80.83
2008-06,Housing & Utilities,87.72
2008-06,Transport,79.688
2008-07,Food,80.786
2008-07,Food Excl Food Serving Services,80.155
2008-07,Food Serving Services,81.247
2008-07,Housing & Utilities,91.398
2008-07,Transport,79.185
2008-08,Food,80.968
2008-08,Food Excl Food Serving Services,80.403
2008-08,Food Serving Services,81.388
2008-08,Housing & Utilities,92.841
2008-08,Transport,78.216
2008-09,Food,81.145
2008-09,Food Excl Food Serving Services,80.71
2008-09,Food Serving Services,81.485
2008-09,Housing & Utilities,92.276
2008-09,Transport,77.807
2008-10,Food,81.337
2008-10,Food Excl Food Serving Services,80.749
2008-10,Food Serving Services,81.772
2008-10,Housing & Utilities,96.518
2008-10,Transport,77.145
2008-11,Food,81.486
2008-11,Food Excl Food Serving Services,81.093
2008-11,Food Serving Services,81.799
2008-11,Housing & Utilities,96.935
2008-11,Transport,75.921
2008-12,Food,81.637
2008-12,Food Excl Food Serving Services,81.283
2008-12,Food Serving Services,81.927
2008-12,Housing & Utilities,95.445
2008-12,Transport,73.165
2009-01,Food,82.127
2009-01,Food Excl Food Serving Services,82.172
2009-01,Food Serving Services,82.167
2009-01,Housing & Utilities,94.34
2009-01,Transport,73.526
2009-02,Food,81.885
2009-02,Food Excl Food Serving Services,81.578
2009-02,Food Serving Services,82.144
2009-02,Housing & Utilities,93.962
2009-02,Transport,73.448
2009-03,Food,81.948
2009-03,Food Excl Food Serving Services,81.543
2009-03,Food Serving Services,82.269
2009-03,Housing & Utilities,92.099
2009-03,Transport,72.523
2009-04,Food,81.85
2009-04,Food Excl Food Serving Services,81.237
2009-04,Food Serving Services,82.299
2009-04,Housing & Utilities,89.684
2009-04,Transport,72.742
2009-05,Food,81.826
2009-05,Food Excl Food Serving Services,81.223
2009-05,Food Serving Services,82.27
2009-05,Housing & Utilities,91.207
2009-05,Transport,74.113
2009-06,Food,81.865
2009-06,Food Excl Food Serving Services,81.108
2009-06,Food Serving Services,82.406
2009-06,Housing & Utilities,89.042
2009-06,Transport,75.218
2009-07,Food,81.923
2009-07,Food Excl Food Serving Services,81.127
2009-07,Food Serving Services,82.486
2009-07,Housing & Utilities,91.138
2009-07,Transport,76.229
2009-08,Food,81.891
2009-08,Food Excl Food Serving Services,80.908
2009-08,Food Serving Services,82.571
2009-08,Housing & Utilities,90.974
2009-08,Transport,77.985
2009-09,Food,82.003
2009-09,Food Excl Food Serving Services,81.167
2009-09,Food Serving Services,82.592
2009-09,Housing & Utilities,89.952
2009-09,Transport,77.684
2009-10,Food,82.119
2009-10,Food Excl Food Serving Services,81.444
2009-10,Food Serving Services,82.607
2009-10,Housing & Utilities,91.578
2009-10,Transport,78.044
2009-11,Food,82.133
2009-11,Food Excl Food Serving Services,81.502
2009-11,Food Serving Services,82.596
2009-11,Housing & Utilities,91.586
2009-11,Transport,78.438
2009-12,Food,82.096
2009-12,Food Excl Food Serving Services,81.401
2009-12,Food Serving Services,82.598
2009-12,Housing & Utilities,89.491
2009-12,Transport,78.01
2010-01,Food,82.24
2010-01,Food Excl Food Serving Services,81.774
2010-01,Food Serving Services,82.599
2010-01,Housing & Utilities,91.988
2010-01,Transport,78.71
2010-02,Food,82.825
2010-02,Food Excl Food Serving Services,83.153
2010-02,Food Serving Services,82.689
2010-02,Housing & Utilities,91.986
2010-02,Transport,78.993
2010-03,Food,82.669
2010-03,Food Excl Food Serving Services,82.588
2010-03,Food Serving Services,82.789
2010-03,Housing & Utilities,91.373
2010-03,Transport,79.831
2010-04,Food,82.793
2010-04,Food Excl Food Serving Services,82.791
2010-04,Food Serving Services,82.863
2010-04,Housing & Utilities,92.525
2010-04,Transport,82.466
2010-05,Food,82.871
2010-05,Food Excl Food Serving Services,82.976
2010-05,Food Serving Services,82.875
2010-05,Housing & Utilities,92.783
2010-05,Transport,85.229
2010-06,Food,82.869
2010-06,Food Excl Food Serving Services,82.908
2010-06,Food Serving Services,82.914
2010-06,Housing & Utilities,91.217
2010-06,Transport,82.947
2010-07,Food,83.163
2010-07,Food Excl Food Serving Services,83.393
2010-07,Food Serving Services,83.09
2010-07,Housing & Utilities,93.809
2010-07,Transport,84.343
2010-08,Food,83.281
2010-08,Food Excl Food Serving Services,83.67
2010-08,Food Serving Services,83.108
2010-08,Housing & Utilities,94.105
2010-08,Transport,84.964
2010-09,Food,83.372
2010-09,Food Excl Food Serving Services,83.744
2010-09,Food Serving Services,83.209
2010-09,Housing & Utilities,94.552
2010-09,Transport,84.768
2010-10,Food,83.525
2010-10,Food Excl Food Serving Services,83.947
2010-10,Food Serving Services,83.332
2010-10,Housing & Utilities,95.104
2010-10,Transport,85.434
2010-11,Food,83.617
2010-11,Food Excl Food Serving Services,84.164
2010-11,Food Serving Services,83.346
2010-11,Housing & Utilities,95.602
2010-11,Transport,85.814
2010-12,Food,83.796
2010-12,Food Excl Food Serving Services,84.114
2010-12,Food Serving Services,83.667
2010-12,Housing & Utilities,94.539
2010-12,Transport,88.013
2011-01,Food,84.562
2011-01,Food Excl Food Serving Services,85.684
2011-01,Food Serving Services,83.934
2011-01,Housing & Utilities,97.327
2011-01,Transport,93.135
2011-02,Food,84.93
2011-02,Food Excl Food Serving Services,86.252
2011-02,Food Serving Services,84.177
2011-02,Housing & Utilities,97.891
2011-02,Transport,90.996
2011-03,Food,84.838
2011-03,Food Excl Food Serving Services,85.368
2011-03,Food Serving Services,84.579
2011-03,Housing & Utilities,98.497
2011-03,Transport,90.491
2011-04,Food,85.177
2011-04,Food Excl Food Serving Services,85.715
2011-04,Food Serving Services,84.913
2011-04,Housing & Utilities,97.686
2011-04,Transport,92.083
2011-05,Food,85.171
2011-05,Food Excl Food Serving Services,85.565
2011-05,Food Serving Services,84.997
2011-05,Housing & Utilities,100.912
2011-05,Transport,91.577
2011-06,Food,85.427
2011-06,Food Excl Food Serving Services,86.012
2011-06,Food Serving Services,85.133
2011-06,Housing & Utilities,99.934
2011-06,Transport,91.557
2011-07,Food,85.639
2011-07,Food Excl Food Serving Services,85.938
2011-07,Food Serving Services,85.525
2011-07,Housing & Utilities,103.425
2011-07,Transport,94.048
2011-08,Food,85.779
2011-08,Food Excl Food Serving Services,86.145
2011-08,Food Serving Services,85.624
2011-08,Housing & Utilities,104.266
2011-08,Transport,95.544
2011-09,Food,85.973
2011-09,Food Excl Food Serving Services,86.49
2011-09,Food Serving Services,85.723
2011-09,Housing & Utilities,104.42
2011-09,Transport,94.447
2011-10,Food,86.443
2011-10,Food Excl Food Serving Services,86.865
2011-10,Food Serving Services,86.252
2011-10,Housing & Utilities,105.319
2011-10,Transport,94.392
2011-11,Food,86.588
2011-11,Food Excl Food Serving Services,87.091
2011-11,Food Serving Services,86.347
2011-11,Housing & Utilities,105.952
2011-11,Transport,95.716
2011-12,Food,86.885
2011-12,Food Excl Food Serving Services,87.676
2011-12,Food Serving Services,86.464
2011-12,Housing & Utilities,104.703
2011-12,Transport,96.841
2012-01,Food,87.781
2012-01,Food Excl Food Serving Services,89.598
2012-01,Food Serving Services,86.722
2012-01,Housing & Utilities,107.319
2012-01,Transport,96.386
2012-02,Food,87.152
2012-02,Food Excl Food Serving Services,87.823
2012-02,Food Serving Services,86.807
2012-02,Housing & Utilities,107.903
2012-02,Transport,95.001
2012-03,Food,87.102
2012-03,Food Excl Food Serving Services,87.617
2012-03,Food Serving Services,86.854
2012-03,Housing & Utilities,108.319
2012-03,Transport,98.289
2012-04,Food,87.218
2012-04,Food Excl Food Serving Services,87.738
2012-04,Food Serving Services,86.966
2012-04,Housing & Utilities,109.518
2012-04,Transport,98.998
2012-05,Food,87.309
2012-05,Food Excl Food Serving Services,87.88
2012-05,Food Serving Services,87.026
2012-05,Housing & Utilities,110.006
2012-05,Transport,99.959
2012-06,Food,87.407
2012-06,Food Excl Food Serving Services,87.996
2012-06,Food Serving Services,87.113
2012-06,Housing & Utilities,110.44
2012-06,Transport,99.523
2012-07,Food,87.622
2012-07,Food Excl Food Serving Services,88.282
2012-07,Food Serving Services,87.285
2012-07,Housing & Utilities,110.664
2012-07,Transport,99.372
2012-08,Food,87.708
2012-08,Food Excl Food Serving Services,88.423
2012-08,Food Serving Services,87.336
2012-08,Housing & Utilities,111.128
2012-08,Transport,101.312
2012-09,Food,87.793
2012-09,Food Excl Food Serving Services,88.457
2012-09,Food Serving Services,87.451
2012-09,Housing & Utilities,111.662
2012-09,Transport,103.506
2012-10,Food,87.946
2012-10,Food Excl Food Serving Services,88.533
2012-10,Food Serving Services,87.654
2012-10,Housing & Utilities,111.676
2012-10,Transport,101.458
2012-11,Food,88.05
2012-11,Food Excl Food Serving Services,88.699
2012-11,Food Serving Services,87.719
2012-11,Housing & Utilities,112.022
2012-11,Transport,101.656
2012-12,Food,88.21
2012-12,Food Excl Food Serving Services,89.071
2012-12,Food Serving Services,87.747
2012-12,Housing & Utilities,112.348
2012-12,Transport,104.745
2013-01,Food,88.685
2013-01,Food Excl Food Serving Services,89.898
2013-01,Food Serving Services,88.003
2013-01,Housing & Utilities,112.439
2013-01,Transport,104.556
2013-02,Food,89.103
2013-02,Food Excl Food Serving Services,90.844
2013-02,Food Serving Services,88.093
2013-02,Housing & Utilities,112.797
2013-02,Transport,108.212
2013-03,Food,88.63
2013-03,Food Excl Food Serving Services,89.405
2013-03,Food Serving Services,88.221
2013-03,Housing & Utilities,113.052
2013-03,Transport,105.103
2013-04,Food,88.803
2013-04,Food Excl Food Serving Services,89.53
2013-04,Food Serving Services,88.425
2013-04,Housing & Utilities,110.875
2013-04,Transport,99.494
2013-05,Food,89.083
2013-05,Food Excl Food Serving Services,89.984
2013-05,Food Serving Services,88.595
2013-05,Housing & Utilities,113.851
2013-05,Transport,97.119
2013-06,Food,89.176
2013-06,Food Excl Food Serving Services,90.01
2013-06,Food Serving Services,88.731
2013-06,Housing & Utilities,114.065
2013-06,Transport,97.963
2013-07,Food,89.448
2013-07,Food Excl Food Serving Services,90.398
2013-07,Food Serving Services,88.932
2013-07,Housing & Utilities,112.294
2013-07,Transport,101.032
2013-08,Food,89.754
2013-08,Food Excl Food Serving Services,90.44
2013-08,Food Serving Services,89.4
2013-08,Housing & Utilities,114.249
2013-08,Transport,101.484
2013-09,Food,89.845
2013-09,Food Excl Food Serving Services,90.603
2013-09,Food Serving Services,89.446
2013-09,Housing & Utilities,114.46
2013-09,Transport,101.94
2013-10,Food,90.136
2013-10,Food Excl Food Serving Services,90.82
2013-10,Food Serving Services,89.785
2013-10,Housing & Utilities,113.037
2013-10,Transport,103.806
2013-11,Food,90.272
2013-11,Food Excl Food Serving Services,91.096
2013-11,Food Serving Services,89.833
2013-11,Housing & Utilities,114.728
2013-11,Transport,104.609
2013-12,Food,90.538
2013-12,Food Excl Food Serving Services,91.623
2013-12,Food Serving Services,89.936
2013-12,Housing & Utilities,114.807
2013-12,Transport,102.524
2014-01,Food,91.469
2014-01,Food Excl Food Serving Services,93.106
2014-01,Food Serving Services,90.574
2014-01,Housing & Utilities,114.697
2014-01,Transport,101.393
2014-02,Food,91.331
2014-02,Food Excl Food Serving Services,92.212
2014-02,Food Serving Services,90.849
2014-02,Housing & Utilities,114.628
2014-02,Transport,102.036
2014-03,Food,91.45
2014-03,Food Excl Food Serving Services,92.256
2014-03,Food Serving Services,91.009
2014-03,Housing & Utilities,114.534
2014-03,Transport,102.641
2014-04,Food,91.587
2014-04,Food Excl Food Serving Services,92.432
2014-04,Food Serving Services,91.125
2014-04,Housing & Utilities,112.091
2014-04,Transport,102.686
2014-05,Food,91.925
2014-05,Food Excl Food Serving Services,92.864
2014-05,Food Serving Services,91.412
2014-05,Housing & Utilities,114.426
2014-05,Transport,101.021
2014-06,Food,91.957
2014-06,Food Excl Food Serving Services,92.759
2014-06,Food Serving Services,91.519
2014-06,Housing & Utilities,114.242
2014-06,Transport,100.813
2014-07,Food,92.093
2014-07,Food Excl Food Serving Services,92.967
2014-07,Food Serving Services,91.614
2014-07,Housing & Utilities,112.476
2014-07,Transport,100.617
2014-08,Food,92.206
2014-08,Food Excl Food Serving Services,93.207
2014-08,Food Serving Services,91.659
2014-08,Housing & Utilities,113.905
2014-08,Transport,101.04
2014-09,Food,92.37
2014-09,Food Excl Food Serving Services,93.405
2014-09,Food Serving Services,91.804
2014-09,Housing & Utilities,113.636
2014-09,Transport,100.825
2014-10,Food,92.595
2014-10,Food Excl Food Serving Services,93.592
2014-10,Food Serving Services,92.05
2014-10,Housing & Utilities,111.861
2014-10,Transport,100.456
2014-11,Food,92.775
2014-11,Food Excl Food Serving Services,93.858
2014-11,Food Serving Services,92.183
2014-11,Housing & Utilities,112.986
2014-11,Transport,99.94
2014-12,Food,92.948
2014-12,Food Excl Food Serving Services,94.042
2014-12,Food Serving Services,92.351
2014-12,Housing & Utilities,112.722
2014-12,Transport,99.407
2015-01,Food,93.443
2015-01,Food Excl Food Serving Services,94.606
2015-01,Food Serving Services,92.807
2015-01,Housing & Utilities,111.943
2015-01,Transport,98.289
2015-02,Food,93.656
2015-02,Food Excl Food Serving Services,95.162
2015-02,Food Serving Services,92.832
2015-02,Housing & Utilities,111.692
2015-02,Transport,98.214
2015-03,Food,93.345
2015-03,Food Excl Food Serving Services,94.094
2015-03,Food Serving Services,92.935
2015-03,Housing & Utilities,111.472
2015-03,Transport,99.864
2015-04,Food,93.468
2015-04,Food Excl Food Serving Services,94.042
2015-04,Food Serving Services,93.154
2015-04,Housing & Utilities,107.913
2015-04,Transport,101.207
2015-05,Food,93.611
2015-05,Food Excl Food Serving Services,93.844
2015-05,Food Serving Services,93.483
2015-05,Housing & Utilities,110.091
2015-05,Transport,101.882
2015-06,Food,93.753
2015-06,Food Excl Food Serving Services,93.81
2015-06,Food Serving Services,93.721
2015-06,Housing & Utilities,109.812
2015-06,Transport,101.752
2015-07,Food,93.805
2015-07,Food Excl Food Serving Services,93.704
2015-07,Food Serving Services,93.858
2015-07,Housing & Utilities,108.487
2015-07,Transport,100.72
2015-08,Food,93.926
2015-08,Food Excl Food Serving Services,93.908
2015-08,Food Serving Services,93.936
2015-08,Housing & Utilities,109.806
2015-08,Transport,98.755
2015-09,Food,94.047
2015-09,Food Excl Food Serving Services,94.088
2015-09,Food Serving Services,94.023
2015-09,Housing & Utilities,109.529
2015-09,Transport,98.656
2015-10,Food,94.298
2015-10,Food Excl Food Serving Services,94.421
2015-10,Food Serving Services,94.23
2015-10,Housing & Utilities,107.071
2015-10,Transport,98.755
2015-11,Food,94.265
2015-11,Food Excl Food Serving Services,94.233
2015-11,Food Serving Services,94.282
2015-11,Housing & Utilities,108.225
2015-11,Transport,98.791
2015-12,Food,94.375
2015-12,Food Excl Food Serving Services,94.466
2015-12,Food Serving Services,94.324
2015-12,Housing & Utilities,107.941
2015-12,Transport,98.559
2016-01,Food,95.033
2016-01,Food Excl Food Serving Services,96.003
2016-01,Food Serving Services,94.502
2016-01,Housing & Utilities,107.417
2016-01,Transport,96.792
2016-02,Food,95.482
2016-02,Food Excl Food Serving Services,96.632
2016-02,Food Serving Services,94.854
2016-02,Housing & Utilities,107.145
2016-02,Transport,95.373
2016-03,Food,95.429
2016-03,Food Excl Food Serving Services,96.229
2016-03,Food Serving Services,94.992
2016-03,Housing & Utilities,106.838
2016-03,Transport,95.576
2016-04,Food,95.608
2016-04,Food Excl Food Serving Services,96.346
2016-04,Food Serving Services,95.204
2016-04,Housing & Utilities,105.86
2016-04,Transport,95.744
2016-05,Food,95.636
2016-05,Food Excl Food Serving Services,96.231
2016-05,Food Serving Services,95.311
2016-05,Housing & Utilities,103.043
2016-05,Transport,96.033
2016-06,Food,95.695
2016-06,Food Excl Food Serving Services,96.229
2016-06,Food Serving Services,95.403
2016-06,Housing & Utilities,105.201
2016-06,Transport,97.354
2016-07,Food,95.819
2016-07,Food Excl Food Serving Services,96.309
2016-07,Food Serving Services,95.552
2016-07,Housing & Utilities,103.848
2016-07,Transport,97.241
2016-08,Food,95.825
2016-08,Food Excl Food Serving Services,96.041
2016-08,Food Serving Services,95.706
2016-08,Housing & Utilities,105.133
2016-08,Transport,98.037
2016-09,Food,96.07
2016-09,Food Excl Food Serving Services,96.631
2016-09,Food Serving Services,95.763
2016-09,Housing & Utilities,104.83
2016-09,Transport,98.143
2016-10,Food,96.073
2016-10,Food Excl Food Serving Services,96.441
2016-10,Food Serving Services,95.87
2016-10,Housing & Utilities,103.039
2016-10,Transport,98.52
2016-11,Food,96.141
2016-11,Food Excl Food Serving Services,96.533
2016-11,Food Serving Services,95.926
2016-11,Housing & Utilities,104.196
2016-11,Transport,98.53
2016-12,Food,96.297
2016-12,Food Excl Food Serving Services,96.768
2016-12,Food Serving Services,96.04
2016-12,Housing & Utilities,103.855
2016-12,Transport,99.389
2017-01,Food,96.797
2017-01,Food Excl Food Serving Services,97.883
2017-01,Food Serving Services,96.203
2017-01,Housing & Utilities,104.017
2017-01,Transport,99.526
2017-02,Food,96.759
2017-02,Food Excl Food Serving Services,97.633
2017-02,Food Serving Services,96.28
2017-02,Housing & Utilities,103.79
2017-02,Transport,99.378
2017-03,Food,96.675
2017-03,Food Excl Food Serving Services,97.073
2017-03,Food Serving Services,96.457
2017-03,Housing & Utilities,103.449
2017-03,Transport,99.854
2017-04,Food,96.879
2017-04,Food Excl Food Serving Services,97.366
2017-04,Food Serving Services,96.613
2017-04,Housing & Utilities,101.035
2017-04,Transport,100.239
2017-05,Food,97.026
2017-05,Food Excl Food Serving Services,97.578
2017-05,Food Serving Services,96.724
2017-05,Housing & Utilities,103.197
2017-05,Transport,99.655
2017-06,Food,97.005
2017-06,Food Excl Food Serving Services,97.324
2017-06,Food Serving Services,96.829
2017-06,Housing & Utilities,103.097
2017-06,Transport,99.103
2017-07,Food,97.203
2017-07,Food Excl Food Serving Services,97.688
2017-07,Food Serving Services,96.938
2017-07,Housing & Utilities,101.299
2017-07,Transport,99.206
2017-08,Food,97.019
2017-08,Food Excl Food Serving Services,97.132
2017-08,Food Serving Services,96.958
2017-08,Housing & Utilities,102.665
2017-08,Transport,99.444
2017-09,Food,97.244
2017-09,Food Excl Food Serving Services,97.669
2017-09,Food Serving Services,97.012
2017-09,Housing & Utilities,102.393
2017-09,Transport,99.18
2017-10,Food,97.479
2017-10,Food Excl Food Serving Services,98.014
2017-10,Food Serving Services,97.186
2017-10,Housing & Utilities,100.3
2017-10,Transport,99.637
2017-11,Food,97.536
2017-11,Food Excl Food Serving Services,97.979
2017-11,Food Serving Services,97.294
2017-11,Housing & Utilities,101.739
2017-11,Transport,101.085
2017-12,Food,97.625
2017-12,Food Excl Food Serving Services,97.951
2017-12,Food Serving Services,97.447
2017-12,Housing & Utilities,101.479
2017-12,Transport,100.761
2018-01,Food,97.891
2018-01,Food Excl Food Serving Services,98.56
2018-01,Food Serving Services,97.526
2018-01,Housing & Utilities,100.274
2018-01,Transport,100.244
2018-02,Food,98.189
2018-02,Food Excl Food Serving Services,99.099
2018-02,Food Serving Services,97.691
2018-02,Housing & Utilities,101.585
2018-02,Transport,100.011
2018-03,Food,98.022
2018-03,Food Excl Food Serving Services,98.345
2018-03,Food Serving Services,97.845
2018-03,Housing & Utilities,101.36
2018-03,Transport,99.348
2018-04,Food,98.201
2018-04,Food Excl Food Serving Services,98.318
2018-04,Food Serving Services,98.136
2018-04,Housing & Utilities,98.708
2018-04,Transport,99.498
2018-05,Food,98.306
2018-05,Food Excl Food Serving Services,98.451
2018-05,Food Serving Services,98.225
2018-05,Housing & Utilities,101.158
2018-05,Transport,99.691
2018-06,Food,98.492
2018-06,Food Excl Food Serving Services,98.847
2018-06,Food Serving Services,98.297
2018-06,Housing & Utilities,101.2
2018-06,Transport,99.366
2018-07,Food,98.686
2018-07,Food Excl Food Serving Services,99.16
2018-07,Food Serving Services,98.426
2018-07,Housing & Utilities,100.331
2018-07,Transport,98.893
2018-08,Food,98.63
2018-08,Food Excl Food Serving Services,98.768
2018-08,Food Serving Services,98.553
2018-08,Housing & Utilities,102.012
2018-08,Transport,99.218
2018-09,Food,98.816
2018-09,Food Excl Food Serving Services,99.185
2018-09,Food Serving Services,98.613
2018-09,Housing & Utilities,101.889
2018-09,Transport,99.033
2018-10,Food,98.854
2018-10,Food Excl Food Serving Services,99.219
2018-10,Food Serving Services,98.655
2018-10,Housing & Utilities,100.148
2018-10,Transport,99.098
2018-11,Food,98.905
2018-11,Food Excl Food Serving Services,99.229
2018-11,Food Serving Services,98.728
2018-11,Housing & Utilities,101.763
2018-11,Transport,98.304
2018-12,Food,98.981
2018-12,Food Excl Food Serving Services,99.263
2018-12,Food Serving Services,98.827
2018-12,Housing & Utilities,101.603
2018-12,Transport,98.111
2019-01,Food,99.447
2019-01,Food Excl Food Serving Services,99.873
2019-01,Food Serving Services,99.244
2019-01,Housing & Utilities,99.631
2019-01,Transport,98.055
2019-02,Food,99.631
2019-02,Food Excl Food Serving Services,100.038
2019-02,Food Serving Services,99.437
2019-02,Housing & Utilities,100.931
2019-02,Transport,98.621
2019-03,Food,99.7
2019-03,Food Excl Food Serving Services,99.81
2019-03,Food Serving Services,99.647
